month,temp,prec
Jan,-30.7,9
Feb,-30.7,6
Mar,-26.3,4
Apr,-17,4
May,-3.6,6
Jun,5,14
Jul,6.8,25
Aug,5,22
Sep,0.7,17
Oct,-10,14
Nov,-23.1,10
Dec,-29.6,8
