month,temp,prec
Jan,-3,36
Feb,-0.5,32
Mar,2.4,43
Apr,6.8,27
May,12.3,26
Jun,18,14
Jul,21.4,43
Aug,20.1,48
Sep,15.7,38
Oct,10,44
Nov,3,39
Dec,-1.9,39
