month,temp,prec
Jan,-25.5,3
Feb,-22,3
Mar,-9.7,3
Apr,1.4,10
May,9.7,19
Jun,16.1,61
Jul,18.1,91
Aug,15.8,84
Sep,8.6,35
Oct,-0.6,11
Nov,-12.3,5
Dec,-22.6,4
