month,temp,prec
Jan,-22.2,2
Feb,-19.6,3
Mar,-10.4,4
Apr,-0.4,11
May,8,24
Jun,14,65
Jul,15.9,98
Aug,13.8,85
Sep,7,38
Oct,-1.5,11
Nov,-13,4
Dec,-20.3,3
