month,temp,prec
Jan,-6.2,63
Feb,-6,42
Mar,-1.1,53
Apr,5.8,65
May,12,65
Jun,17.1,79
Jul,20.2,69
Aug,19.4,82
Sep,15.3,104
Oct,9.5,78
Nov,3,75
Dec,-3.2,66
