month,temp,prec
Jan,13.1,129
Feb,13.3,97
Mar,11.8,130
Apr,9.4,192
May,7,216
Jun,5.1,196
Jul,4.5,239
Aug,5.1,224
Sep,6.5,228
Oct,8.3,200
Nov,10,176
Dec,11.6,167
