month,temp,prec
Jan,3.6,79
Feb,4.4,71
Mar,6.8,63
Apr,8.3,76
May,11.4,78
Jun,15,65
Jul,17.5,43
Aug,17.8,50
Sep,15.6,70
Oct,11.4,77
Nov,6.7,90
Dec,4.5,96
