month,temp,prec
Jan,1.4,55
Feb,4,64
Mar,8.8,105
Apr,14.5,112
May,18.6,141
Jun,23,118
Jul,25.7,80
Aug,25,97
Sep,21,120
Oct,15.1,100
Nov,8.7,97
Dec,3.4,79
