month,temp,prec
Jan,-3.9,89
Feb,-3,74
Mar,-0.4,82
Apr,3.2,76
May,7.9,83
Jun,11.3,58
Jul,13.8,49
Aug,13.6,48
Sep,10.7,52
Oct,6.1,82
Nov,1.6,107
Dec,-2.2,97
