month,temp,prec
Jan,-2.52,86.43
Feb,-1.53,79.64
Mar,0.83,84.41
Apr,3.95,84.82
May,9.05,71.44
Jun,12.56,47.51
Jul,15.18,46.46
Aug,14.84,48.65
Sep,11.36,58.17
Oct,7.17,91.58
Nov,2.42,116.3
Dec,-1.23,95.79
