month,temp,prec
Jan,-1.3,84
Feb,0,62
Mar,2.9,73
Apr,7,62
May,11.1,79
Jun,14.5,88
Jul,15.7,86
Aug,15.6,75
Sep,12.8,75
Oct,8.5,75
Nov,3.2,75
Dec,0.2,91
