month,temp,prec
Jan,1.8,67
Feb,3.3,58
Mar,5.8,63
Apr,9.2,55
May,13.1,70
Jun,16.3,76
Jul,17.4,72
Aug,17.3,71
Sep,15,66
Oct,10.9,68
Nov,5.7,76
Dec,2.8,71
