month,temp,prec
Jan,4.1,130
Feb,5.1,102
Mar,7,117
Apr,9.9,95
May,14.1,67
Jun,18.4,30
Jul,23.7,7
Aug,24,11
Sep,19.5,46
Oct,14,77
Nov,8.5,130
Dec,4.8,135
