month,temp,prec
Jan,2.72,69.21
Feb,3.08,43.37
Mar,5.07,63.11
Apr,5.49,40.14
May,11.77,49.09
Jun,14.38,59.02
Jul,16.62,66.83
Aug,16.91,63.6
Sep,14.31,81.36
Oct,10.82,91.47
Nov,6.61,85.85
Dec,4.15,72.58
