month,temp,prec
Jan,4.1,26.81
Feb,5.78,25.18
Mar,8.25,31
Apr,10.57,41.16
May,13.86,62.3
Jun,17.7,41.67
Jul,20.86,21.47
Aug,20.67,30.72
Sep,17.4,42.64
Oct,12.63,42.24
Nov,7.78,36.88
Dec,5.12,30.85
