month,temp,prec
Jan,-13.1,25
Feb,-9.8,20
Mar,-2.3,43
Apr,6.3,59
May,13,87
Jun,17.8,105
Jul,20.7,100
Aug,19.3,108
Sep,13.9,93
Oct,8,62
Nov,-0.7,43
Dec,-9.8,31
