month,temp,prec
Jan,-3.7,56
Feb,-2.9,55
Mar,1.3,61
Apr,5.6,63
May,10.5,94
Jun,13.8,118
Jul,15.4,120
Aug,15.1,105
Sep,11.5,73
Oct,6.4,54
Nov,1.1,61
Dec,-2.1,68
