month,temp,prec
Jan,2.43,186.29
Feb,2.6,157.47
Mar,5.26,132.36
Apr,9.69,53.95
May,13.94,34.72
Jun,18.36,26.09
Jul,21.05,13.59
Aug,21.46,6.36
Sep,18.02,10.46
Oct,13.34,43.53
Nov,9.09,89.6
Dec,4.65,186.91
