month,temp,prec
Jan,-7.36,96.95
Feb,-6.27,86.04
Mar,-0.48,97.94
Apr,5.63,106.87
May,12.31,127.44
Jun,16.8,114.43
Jul,19.69,114.43
Aug,18.56,118.91
Sep,14.18,98.82
Oct,7.95,104.13
Nov,2.52,113.83
Dec,-4.11,104.96
