month,temp,prec
Jan,-4.6,39
Feb,-3.1,33
Mar,-0.6,44
Apr,3.8,25
May,8.8,19
Jun,14.3,16
Jul,17.1,62
Aug,15.7,66
Sep,12.3,44
Oct,7.1,42
Nov,0.9,40
Dec,-3.5,42
