month,temp,prec
Jan,3.8,38
Feb,6.5,46
Mar,11.1,73
Apr,16.7,95
May,20.7,138
Jun,25.4,99
Jul,28.1,66
Aug,27.8,65
Sep,23.5,104
Oct,17.5,96
Nov,10.7,62
Dec,5.5,44
