month,temp,prec
Jan,9.3,107
Feb,11,100
Mar,15.1,110
Apr,18.9,78
May,22.6,92
Jun,25.9,114
Jul,27.4,139
Aug,27,141
Sep,24.6,81
Oct,19.3,59
Nov,14.7,61
Dec,10.7,93
