month,temp,prec
Jan,-4.2,51
Feb,-1.8,48
Mar,4.1,76
Apr,10.7,101
May,16.6,103
Jun,21.8,103
Jul,23.6,112
Aug,22.5,93
Sep,18.7,78
Oct,12.3,72
Nov,5.1,78
Dec,-1.3,70
