month,temp,prec
Jan,-15.8,21
Feb,-11.7,14
Mar,-5,31
Apr,4.1,53
May,11.4,75
Jun,16.8,108
Jul,19.3,96
Aug,18.3,90
Sep,12.3,72
Oct,6.2,56
Nov,-3.5,30
Dec,-11.8,22
