month,temp,prec
Jan,13.2,4
Feb,14.4,3
Mar,17.4,2
Apr,21.1,1
May,25,0
Jun,27.5,0
Jul,28.3,0
Aug,28.3,0
Sep,26.2,0
Oct,24,0
Nov,19.7,2
Dec,15.1,4
