month,temp,prec
Jan,3.15987033788069,63.7520730869849
Feb,5.7341551133115,81.0010426368124
Mar,10.989979034131,113.494926260945
Apr,16.2266249723871,108.246861865103
May,20.1840407862404,132.511566129892
Jun,24.4282079801964,103.750875385606
Jul,26.820701375616,83.4992843826864
Aug,26.026509777263,77.7504898007882
Sep,22.4107396636364,105.502322216371
Oct,16.5499298717413,91.7552800897556
Nov,10.4773604894954,110.750365580414
Dec,4.90564857947957,103.503136424137
