month,temp,prec
Jan,-0.7,76
Feb,1.9,81
Mar,7.4,121
Apr,13.5,111
May,18.6,125
Jun,23.4,103
Jul,25.5,99
Aug,24.3,96
Sep,20.4,86
Oct,14.1,75
Nov,7.7,107
Dec,1.8,104
