month,temp,prec
Jan,-15.23,20.71
Feb,-11.27,14.81
Mar,-4.22,31.54
Apr,4.44,42.78
May,11.88,71.77
Jun,16.93,105.17
Jul,19.3,100.42
Aug,18.29,93.15
Sep,12.32,74.24
Oct,5.92,65.29
Nov,-3.67,32.54
Dec,-11.89,17.85
