month,temp,prec
Jan,-7.7,2
Feb,-5.6,6
Mar,-2.4,9
Apr,1.5,18
May,5.6,44
Jun,8.9,96
Jul,10.4,115
Aug,9.6,103
Sep,7.5,81
Oct,2.7,34
Nov,-3,5
Dec,-6.6,3
