month,temp,prec
Jan,-0.6,76
Feb,0.9,64
Mar,4.1,63
Apr,8.8,59
May,13,58
Jun,16.4,42
Jul,18.9,21
Aug,18.7,15
Sep,15.4,23
Oct,10.8,45
Nov,6,56
Dec,1.7,89
