month,temp,prec
Jan,-10.8,45
Feb,-9.5,32
Mar,-3.7,46
Apr,4.1,51
May,11,80
Jun,16,88
Jul,19,81
Aug,17.9,93
Sep,13,90
Oct,7.3,73
Nov,-0.3,61
Dec,-7.6,49
