month,temp,prec
Jan,-3.23,29.5
Feb,-2.63,43.29
Mar,1.68,60.15
Apr,7.26,90.09
May,11.7,137.04
Jun,15.33,137.73
Jul,18.25,91.26
Aug,18.1,89.65
Sep,14.34,63.67
Oct,9.35,60.18
Nov,3.53,57.53
Dec,-1,38.71
