month,temp,prec
Jan,-2.6,93
Feb,-2.1,80
Mar,1,83
Apr,5,79
May,9.6,87
Jun,12.8,104
Jul,14.5,100
Aug,14.3,91
Sep,11.5,72
Oct,6.8,82
Nov,2.1,87
Dec,-1.1,105
