month,temp,prec
Jan,13.5,85
Feb,14.5,89
Mar,17.6,103
Apr,20.4,66
May,23.8,84
Jun,26.4,158
Jul,27.1,202
Aug,27.2,210
Sep,26.2,157
Oct,22,56
Nov,17.8,55
Dec,14.5,78
