month,temp,prec
Jan,-3.8,1
Feb,-2,4
Mar,1.2,13
Apr,4.9,24
May,8.3,45
Jun,11.6,95
Jul,12.2,135
Aug,11.6,119
Sep,10.1,73
Oct,5.5,27
Nov,0.7,5
Dec,-2.4,1
