month,temp,prec
Jan,9.1,172
Feb,9.4,112
Mar,11,92
Apr,14.2,34
May,18.4,21
Jun,22.5,7
Jul,25.1,3
Aug,25.3,3
Sep,22.2,9
Oct,18.6,45
Nov,14.6,68
Dec,10.9,165
