month,temp,prec
Jan,6,106
Feb,6.8,97
Mar,9.3,83
Apr,12.4,69
May,16.2,52
Jun,21.2,26
Jul,24.6,9
Aug,24.6,15
Sep,21.1,43
Oct,16.3,59
Nov,11,78
Dec,7.3,107
