month,temp,prec
Jan,17.96,36.59
Feb,18.84,50.74
Mar,19.36,98.28
Apr,19.08,330.61
May,18.32,262.94
Jun,17.3,52.97
Jul,16.53,49.58
Aug,16.66,50.91
Sep,17.89,42.53
Oct,18.9,168.02
Nov,19.5,204.93
Dec,17.8,73.98
