month,temp,prec
Jan,-18.5,18
Feb,-17.2,19
Mar,-11.7,29
Apr,-4.5,35
May,0.3,33
Jun,5.3,11
Jul,8.8,19
Aug,8.8,18
Sep,4.2,13
Oct,-1.8,10
Nov,-8.1,7
Dec,-14.1,13
