month,temp,prec
Jan,-1,4
Feb,0.9,11
Mar,4.2,26
Apr,7.8,45
May,11.3,72
Jun,14.2,125
Jul,14.8,164
Aug,14.4,142
Sep,13,97
Oct,8.4,34
Nov,3.5,8
Dec,0.2,2
