month,temp,prec
Jan,-6.5,61
Feb,-5.3,62
Mar,-0.7,73
Apr,5.7,90
May,11.7,106
Jun,16.1,111
Jul,18.4,102
Aug,17.5,95
Sep,13.9,96
Oct,8,82
Nov,2.3,91
Dec,-3.9,71
