month,temp,prec
Jan,2.1,73
Feb,2.6,48
Mar,5,69
Apr,8.1,47
May,12.5,61
Jun,15.3,71
Jul,16.9,70
Aug,16.7,64
Sep,14.2,69
Oct,10.6,74
Nov,5.8,67
Dec,2.9,71
