month,temp,prec
Jan,1.25696814282697,35.088272842263
Feb,3.86780831264227,35.2795912088739
Mar,6.58963852191864,41.9786382222419
Apr,10.5435304181967,20.6395291634723
May,15.3001511969072,12.8948714159172
Jun,20.6942400159661,9.46304638547484
Jul,24.1875725744444,56.3906291300101
Aug,22.7658145547938,67.5950813772227
Sep,19.1378712152264,43.9652062660692
Oct,13.0433205975043,39.6303988304105
Nov,6.61111046069634,34.9104795445888
Dec,1.85451173501396,43.6017053470038
