month,temp,prec
Jan,-1.6,4
Feb,0.1,11
Mar,3.4,27
Apr,7,49
May,10.1,83
Jun,12.8,151
Jul,13.6,186
Aug,13.2,156
Sep,11.9,108
Oct,7.4,44
Nov,2.8,8
Dec,-0.3,2
