month,temp,prec
Jan,23.7,309
Feb,23.9,311
Mar,24.1,306
Apr,24.4,192
May,24.2,137
Jun,23.6,55
Jul,23,30
Aug,23.3,20
Sep,24.1,28
Oct,24.7,100
Nov,24.4,221
Dec,24,284
