month,prec,temp,precs,temps
jun,0.0385624504918149,-0.136162214318399,FALSE,FALSE
jul,0.0247963505296093,0.0454993310241946,FALSE,FALSE
aug,0.0916704518329953,-0.131363609155591,FALSE,FALSE
sep,0.184256975980853,-0.0976596632452653,FALSE,FALSE
oct,0.0437535038417576,-0.130915038989524,FALSE,FALSE
nov,-0.0106505756819918,0.049220521795855,FALSE,FALSE
dec,-0.0406904279677836,0.175790506224031,FALSE,FALSE
JAN,-0.0780692333187573,0.0265044752268092,FALSE,FALSE
FEB,-0.053327018493777,0.0418437129582898,FALSE,FALSE
MAR,0.108814187677973,0.131236893583433,FALSE,FALSE
APR,-0.0273226779452155,0.109796513793815,FALSE,FALSE
MAY,0.0745865062211703,-0.117079070841462,FALSE,FALSE
JUN,0.0888548580377354,-0.304854956954761,FALSE,TRUE
JUL,0.0854165869682641,-0.0859692031644155,FALSE,FALSE
AUG,-0.0780567910486929,-0.0459118433347071,FALSE,FALSE
SEP,0.0517809117130201,-0.142237296855386,FALSE,TRUE
