id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,-0.0180303903079125,FALSE,-0.165898981090719,0.117197990926304
2,prec,jul,0.113688323086736,FALSE,-0.0345802950433383,0.275390526037463
3,prec,aug,0.0237765794710247,FALSE,-0.124328732140009,0.165755944557421
4,prec,sep,-0.0671605351205768,FALSE,-0.225727800156508,0.0821325525514687
5,prec,oct,-0.156437854992558,TRUE,-0.298546058782093,-0.00281037037505229
6,prec,nov,-0.0962028938398495,FALSE,-0.232809785171672,0.0686800236049846
7,prec,dec,-0.130880534358476,TRUE,-0.270194602695479,-0.00879712711284767
8,prec,JAN,-0.19995335151503,TRUE,-0.376802121531212,-0.00449443395157029
9,prec,FEB,0.0103596729358291,FALSE,-0.149487735598113,0.159517627471871
10,prec,MAR,-0.0180243343052397,FALSE,-0.201782740658214,0.149276873863255
11,prec,APR,0.067015685427543,FALSE,-0.0800796748572232,0.231883283893451
12,prec,MAY,0.0253525220657442,FALSE,-0.103582585401252,0.164796534290704
13,prec,JUN,-0.0379555409863934,FALSE,-0.181470704813137,0.0896283381361967
14,prec,JUL,-0.0761057056427903,FALSE,-0.215837148145027,0.0639472694356773
15,prec,AUG,-0.0768945348441626,FALSE,-0.223009617059139,0.0668921067881014
16,prec,SEP,0.015033885239095,FALSE,-0.127987687222574,0.150883490010753
17,temp,jun,0.0110253691328456,FALSE,-0.139319734334852,0.169577407958737
18,temp,jul,0.109709971650915,FALSE,-0.0152523250447774,0.23673203495881
19,temp,aug,-0.00526755435575564,FALSE,-0.148523690233326,0.154203014039108
20,temp,sep,0.134947949370618,FALSE,-0.00988557677159934,0.27665336882428
21,temp,oct,0.128209397759894,FALSE,-0.037085283001884,0.264125434041861
22,temp,nov,0.064509697115127,FALSE,-0.0841475483631894,0.21597974988624
23,temp,dec,0.0549526821095322,FALSE,-0.121091863374007,0.227046695124062
24,temp,JAN,-0.0878638656365313,FALSE,-0.241423477951027,0.0675848331184784
25,temp,FEB,-0.0613239350343624,FALSE,-0.213550736707766,0.11779762556937
26,temp,MAR,0.0482906018372404,FALSE,-0.085325067624319,0.189324745922463
27,temp,APR,-0.0747630564919759,FALSE,-0.243650875382756,0.0898186138991691
28,temp,MAY,-0.0927735811717167,FALSE,-0.237347380936111,0.0422863925084445
29,temp,JUN,0.195053981569488,TRUE,0.0243454467828858,0.352051076899651
30,temp,JUL,0.177410984845446,TRUE,0.0476408459721461,0.303402996426761
31,temp,AUG,0.0475942559211554,FALSE,-0.141387688299281,0.228849890463619
32,temp,SEP,0.0225964557768595,FALSE,-0.146581858112297,0.171614826357493
