month,prec,temp,precs,temps
jun,0.16786679613211,0.0874084562338679,TRUE,FALSE
jul,0.0557373221178548,-0.0042358710650011,FALSE,FALSE
aug,0.189625881074161,-0.0867234914611348,TRUE,FALSE
sep,0.0364416077607953,-0.199642537590967,FALSE,TRUE
oct,0.121286385072296,-0.0153968670174343,FALSE,FALSE
nov,0.00516664757666502,-0.046896996849647,FALSE,FALSE
dec,-0.00553003532426166,0.0343557822946028,FALSE,FALSE
JAN,0.00966667310899742,-0.00902620955715619,FALSE,FALSE
FEB,-0.129190445939462,0.0744273481373596,FALSE,FALSE
MAR,-0.152491550078294,0.174890898136356,TRUE,TRUE
APR,0.0840208171707832,0.11709726397145,FALSE,FALSE
MAY,0.0719327705718935,-0.0787886151380014,FALSE,FALSE
JUN,0.198861251782741,-0.043556553245045,TRUE,FALSE
JUL,0.102063671561253,0.0063950153125837,FALSE,FALSE
AUG,0.146400670385081,-0.0112641181116697,TRUE,FALSE
SEP,-0.000797600941135078,-0.175459826610787,FALSE,TRUE
