month,prec,temp,precs,temps
jun,-0.0570938944938892,0.0369918338839806,FALSE,FALSE
jul,0.0500876943663767,0.0437989003591298,FALSE,FALSE
aug,0.0755918888945095,0.0145704500892514,FALSE,FALSE
sep,-0.0686877510012327,0.0128275386224617,FALSE,FALSE
oct,0.0824082570925463,0.0985106769907537,FALSE,FALSE
nov,0.0679736768241151,0.181898933750384,FALSE,FALSE
dec,0.127295286158682,-0.0353658484140775,FALSE,FALSE
JAN,-0.0183446168994672,-0.0383552669818736,FALSE,FALSE
FEB,0.01441697944592,-0.039912329858297,FALSE,FALSE
MAR,0.0698488263320832,-0.0486882905333368,FALSE,FALSE
APR,0.113310242627186,-0.155337147197342,FALSE,FALSE
MAY,0.202084451550239,-0.064684955545589,FALSE,FALSE
JUN,-0.0215910687377776,0.058577025531782,FALSE,FALSE
JUL,0.131056914533909,0.019285512651799,FALSE,FALSE
AUG,0.0967651422147776,-0.117536263987251,FALSE,FALSE
SEP,0.0211424012279848,0.059878731625203,FALSE,FALSE
