month,prec,temp,precs,temps
jun,0.214800780287387,-0.0560983145435259,TRUE,FALSE
jul,-0.0239182312578141,-0.0262809383870437,FALSE,FALSE
aug,0.00614948899645767,0.00341965496321435,FALSE,FALSE
sep,0.104241062600086,0.163792232591707,FALSE,FALSE
oct,0.0606452791929577,0.165832590313991,FALSE,FALSE
nov,0.0991476462693924,0.0902503269982892,FALSE,FALSE
dec,-0.0220260167912051,0.199677485783139,FALSE,FALSE
JAN,-0.0431518789934716,-0.218695485417877,FALSE,FALSE
FEB,0.205805557986353,0.153156289539689,TRUE,FALSE
MAR,-0.0139634645282534,-0.0689598500624067,FALSE,FALSE
APR,0.0488742688900142,0.103244909965258,FALSE,FALSE
MAY,0.0450247327907057,-0.035136551460037,FALSE,FALSE
JUN,0.196282849138818,-0.212480571134544,TRUE,TRUE
JUL,0.0692332438087862,-0.121275332928891,FALSE,FALSE
AUG,-0.119766035558658,0.0611268314656151,FALSE,FALSE
SEP,-0.0938236656408842,0.0432487466019885,FALSE,FALSE
