month,prec,temp,precs,temps
jun,0.299964524903793,-0.085731835075021,TRUE,FALSE
jul,-0.0367537263110493,-0.0769114943887761,FALSE,FALSE
aug,0.0683211980231201,-0.0508942578131337,FALSE,FALSE
sep,0.0642246857114986,0.0231737399330102,FALSE,FALSE
oct,0.0171877502395281,0.00939498380983066,FALSE,FALSE
nov,0.000165471194937834,-0.0613894581741322,FALSE,FALSE
dec,0.0323255388831962,-0.0549201155534785,FALSE,FALSE
JAN,0.0133119753905695,-0.120250746219246,FALSE,FALSE
FEB,0.0421414196263797,-0.057101417968614,FALSE,FALSE
MAR,0.00406935725776374,0.0587477345535267,FALSE,FALSE
APR,0.0773465968411078,-0.0101908252357613,FALSE,FALSE
MAY,0.226104837629657,-0.201522791818474,TRUE,TRUE
JUN,0.110469215469949,-0.152567947425791,FALSE,TRUE
JUL,-0.0434782692551256,-0.00836641653721037,FALSE,FALSE
AUG,-0.128494978800058,-0.106423776354022,TRUE,FALSE
SEP,0.0932112528526065,0.00599995001617729,FALSE,FALSE
