month,prec,temp,precs,temps
jun,-0.00661024553607413,0.0578709409599395,FALSE,FALSE
jul,0.0221929363062663,-0.017443758663024,FALSE,FALSE
aug,0.0350652672956246,-0.105560594924693,FALSE,FALSE
sep,0.100857870043255,-0.0772454189752365,FALSE,FALSE
oct,0.193189912336315,-0.0184582149384324,TRUE,FALSE
nov,0.14963760949937,0.0753480454882326,TRUE,FALSE
dec,0.172328939031442,0.112352725670918,TRUE,FALSE
JAN,0.188074106782178,0.127063903187527,TRUE,FALSE
FEB,0.0767573209504336,0.0447079683443258,FALSE,FALSE
MAR,0.100482903808507,-0.147883162829471,FALSE,FALSE
APR,0.0901433045627303,0.0535483674316305,FALSE,FALSE
MAY,0.222352202757707,-0.0655762188146172,TRUE,FALSE
JUN,0.130528383029875,-0.100085207620912,FALSE,FALSE
JUL,-0.0287302626819894,-0.0631847443337811,FALSE,FALSE
AUG,0.0040446395947945,-0.0148737720505916,FALSE,FALSE
SEP,-0.0325629258565069,-0.0126423871992199,FALSE,FALSE
