month,prec,temp,precs,temps
jun,0.104286537083742,-0.0655401062285526,FALSE,FALSE
jul,0.0749239614050292,0.0676776329348981,FALSE,FALSE
aug,0.0281360112807929,-0.0824569023514529,FALSE,FALSE
sep,0.0782828312563681,0.0070474012656936,FALSE,FALSE
oct,0.0232375380769294,-0.0300321171390992,FALSE,FALSE
nov,-0.033044515513542,0.0733522408957505,FALSE,FALSE
dec,0.139815886696519,-0.0478121718185388,FALSE,FALSE
JAN,0.0477130073666006,0.135392135886988,FALSE,FALSE
FEB,-0.0298786593381622,0.0566865894908372,FALSE,FALSE
MAR,0.0493448932033626,0.238818969561005,FALSE,TRUE
APR,0.00196980498901933,0.00865874207025896,FALSE,FALSE
MAY,0.0248135998783286,-0.0619067324160416,FALSE,FALSE
JUN,0.128151348703481,0.028733606041073,FALSE,FALSE
JUL,-0.0980779276597792,0.167890307132136,FALSE,FALSE
AUG,0.198689208339106,0.0377349393315279,FALSE,FALSE
SEP,0.00305621090254451,-0.0565812034014829,FALSE,FALSE
