id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,-0.0991198683933373,FALSE,-0.254851937522502,0.0627344052241263
2,prec,jul,0.0713441492888067,FALSE,-0.129455382009111,0.239003969227508
3,prec,aug,0.206738373841892,TRUE,0.0231991416810494,0.376897077762453
4,prec,sep,0.0350724411872138,FALSE,-0.173405557611369,0.233188259371941
5,prec,oct,0.0845981094796471,FALSE,-0.0823380661783755,0.24496585891684
6,prec,nov,-0.0404292873877029,FALSE,-0.246048989103257,0.160956831162015
7,prec,dec,0.0138793146259005,FALSE,-0.137913114521918,0.164450198900036
8,prec,JAN,0.125030940274769,FALSE,-0.0674760351272879,0.291106187037336
9,prec,FEB,0.124245951489213,FALSE,-0.0391267850151211,0.279401606989749
10,prec,MAR,0.28751625014003,TRUE,0.113428666974796,0.432229523584662
11,prec,APR,-0.021420694416853,FALSE,-0.167619403724893,0.112359828052503
12,prec,MAY,-0.131791769882988,FALSE,-0.285678376983951,0.0640339894599252
13,prec,JUN,-0.186110038310216,TRUE,-0.348242127275582,-0.00353078439557808
14,prec,JUL,-0.0856043997936078,FALSE,-0.308877545660038,0.115230093606748
15,prec,AUG,-0.0490333007890358,FALSE,-0.20243311299004,0.119825002656727
16,prec,SEP,-0.00184628530381749,FALSE,-0.16882742261982,0.152420937763287
17,temp,jun,0.0802943184455477,FALSE,-0.101483721495931,0.243087048075271
18,temp,jul,-0.0596032083933768,FALSE,-0.225230312420128,0.11289904028624
19,temp,aug,-0.0537190854627402,FALSE,-0.21479893039192,0.122756683879981
20,temp,sep,-0.0444863739753814,FALSE,-0.230706631020516,0.123334177601192
21,temp,oct,-0.0240153156685052,FALSE,-0.21306530386173,0.144837505638201
22,temp,nov,0.0450954770324341,FALSE,-0.127071040438811,0.224319574775872
23,temp,dec,-0.145962143231832,FALSE,-0.317364904526182,0.0174389416020287
24,temp,JAN,0.103602852071074,FALSE,-0.040415182804071,0.246517534328044
25,temp,FEB,0.0588802555257577,FALSE,-0.0923827810965441,0.192710287696225
26,temp,MAR,-0.0887374862364979,FALSE,-0.241568498898692,0.0833492720101701
27,temp,APR,-0.0225972423000574,FALSE,-0.184807367098612,0.136116285631776
28,temp,MAY,0.14838107983807,TRUE,0.00372013710027226,0.290041383841851
29,temp,JUN,0.0929780799716267,FALSE,-0.0889555591275404,0.269874804974796
30,temp,JUL,0.0376801841914274,FALSE,-0.171395803949576,0.238987733586218
31,temp,AUG,0.0345463561331746,FALSE,-0.118063619388384,0.183957256892863
32,temp,SEP,0.0172473387477989,FALSE,-0.163026176981169,0.181321832193656
