month,prec,temp,precs,temps
jun,-0.0254850500531846,-0.112292548853282,FALSE,FALSE
jul,-0.0310402560743497,0.107890274306351,FALSE,FALSE
aug,0.0469904812696836,-0.136999649054507,FALSE,FALSE
sep,0.0721708005432396,0.0171734534240554,FALSE,FALSE
oct,0.118097869931051,-0.0449235524004976,FALSE,FALSE
nov,-0.0606598958427806,0.102960051461951,FALSE,FALSE
dec,-0.054887894421163,0.17362743519357,FALSE,FALSE
JAN,0.109445807938612,0.239132756496272,FALSE,TRUE
FEB,0.0282163822174469,-0.0111285397675104,FALSE,FALSE
MAR,-0.044603375045022,0.0216524860168014,FALSE,FALSE
APR,-0.0636575070813527,-0.00297347778699209,FALSE,FALSE
MAY,0.178561937200615,-0.0672217709665112,FALSE,FALSE
JUN,0.109046553924631,-0.104611366606427,FALSE,FALSE
JUL,0.0477045092931364,-0.0451892590356219,FALSE,FALSE
AUG,-0.0433265794408142,-0.000707642879488645,FALSE,FALSE
SEP,0.104053295633484,-0.021822736493652,FALSE,FALSE
