month,prec,temp,precs,temps
jun,0.0798783123575013,0.116323102226274,FALSE,FALSE
jul,0.184108251868318,-0.0867358877914056,TRUE,FALSE
aug,-0.0400595398008727,-0.015947988535732,FALSE,FALSE
sep,0.0239147576513491,0.0581380327134195,FALSE,FALSE
oct,0.0263472261348624,0.0310919255456314,FALSE,FALSE
nov,0.0171346365509626,-0.0682464181687522,FALSE,FALSE
dec,0.0569240437070746,0.0542792304960089,FALSE,FALSE
JAN,0.0246372732322152,0.069039673783704,FALSE,FALSE
FEB,0.039057839108873,-0.0430461557261012,FALSE,FALSE
MAR,-0.0281041494808054,0.0549560532121818,FALSE,FALSE
APR,-0.10082679226338,-0.135849287783636,FALSE,FALSE
MAY,0.167146790430763,-0.109228485460109,FALSE,FALSE
JUN,0.17493940049916,-0.0832603404854285,TRUE,FALSE
JUL,0.236112835515119,-0.045185267542648,TRUE,FALSE
AUG,-0.112354334883024,0.136210244926244,FALSE,FALSE
SEP,-0.0583423824903982,-0.0860599223411725,FALSE,FALSE
