month,prec,temp,precs,temps
jun,0.0249773734233997,-0.0907986808569846,FALSE,FALSE
jul,0.14597514570236,-0.0378318790295486,FALSE,FALSE
aug,0.204026211406894,-0.19930795152009,FALSE,FALSE
sep,0.148282414472805,-0.205215385872316,FALSE,TRUE
oct,0.00134370713283717,-0.0452385346697692,FALSE,FALSE
nov,0.121168512647389,0.0852554935103675,FALSE,FALSE
dec,-0.00284190176797041,0.0219234794858883,FALSE,FALSE
JAN,0.0517314292755811,0.0012231865016176,FALSE,FALSE
FEB,0.0249981199282789,0.0287893457588245,FALSE,FALSE
MAR,0.0141839519767062,0.0242310665948585,FALSE,FALSE
APR,-0.00100681028825391,0.0557257588617541,FALSE,FALSE
MAY,0.145325756706403,0.0184905057053471,FALSE,FALSE
JUN,0.0553741351250718,-0.149829946890803,FALSE,FALSE
JUL,0.165443987865901,-0.0289480843877443,FALSE,FALSE
AUG,0.037800222721557,-0.025756674797609,FALSE,FALSE
SEP,-0.0520515545122564,-0.145951031367162,FALSE,FALSE
