month,prec,temp,precs,temps
jun,-0.0404960509669929,0.033631097157229,FALSE,FALSE
jul,0.0872528463978959,0.0581752607939651,FALSE,FALSE
aug,0.0620289758352059,-0.0663410035536548,FALSE,FALSE
sep,0.0396362894700425,0.137409762149959,FALSE,FALSE
oct,0.16274136033861,-0.136032007119681,FALSE,FALSE
nov,0.0912542920528306,-0.0755724314601743,FALSE,FALSE
dec,0.227952144726344,-0.0872370696446403,TRUE,FALSE
JAN,0.13838959710443,-0.000363890812581065,FALSE,FALSE
FEB,0.026916069380464,-0.129094245889848,FALSE,FALSE
MAR,0.080561424575477,0.0746490668955161,FALSE,FALSE
APR,0.0301266712080221,-0.199848635733265,FALSE,TRUE
MAY,-0.0326731190902916,-0.133853742029292,FALSE,FALSE
JUN,0.0952010823105857,0.0512977627366115,FALSE,FALSE
JUL,0.206476254308787,-0.00929507204914612,FALSE,FALSE
AUG,-0.178584643742761,0.0230043862153572,TRUE,FALSE
SEP,-0.0415340131100446,-0.0412626382950188,FALSE,FALSE
