month,prec,temp,precs,temps
jun,-0.090326621975354,0.0979458280256635,FALSE,FALSE
jul,-0.0392847921963988,-0.0131140393065763,FALSE,FALSE
aug,0.140223698068005,-0.115662725753673,FALSE,FALSE
sep,-0.00909270697485503,0.141057284515251,FALSE,TRUE
oct,0.0135717935034274,-0.0820226701482998,FALSE,FALSE
nov,0.129537685964352,0.0127111370266923,FALSE,FALSE
dec,0.0658657181350509,0.059420285912489,FALSE,FALSE
JAN,0.00109058174563894,0.131710241993282,FALSE,TRUE
FEB,-0.0728732815930886,-0.00256351607074568,FALSE,FALSE
MAR,0.11178916046631,0.179807885098814,FALSE,TRUE
APR,0.137556459022455,0.0666575250588606,FALSE,FALSE
MAY,0.342391855646502,-0.29835245207355,TRUE,TRUE
JUN,0.0692350823069869,-0.0672202656670197,FALSE,FALSE
JUL,0.0825714799981712,-0.147664645734724,FALSE,TRUE
AUG,-0.0131219944201357,-0.101472758551644,FALSE,FALSE
SEP,-0.0228498709126079,0.00230094742871078,FALSE,FALSE
