id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,0.243615761437277,TRUE,0.0620417823207201,0.385063276425032
2,prec,jul,0.238368579620342,TRUE,0.0912600452234881,0.40116405739884
3,prec,aug,0.0501942176153147,FALSE,-0.103613209729156,0.203788896827633
4,prec,sep,0.0936529964225011,FALSE,-0.0685918296786141,0.231088962432376
5,prec,oct,-0.0174633006591985,FALSE,-0.170348826862727,0.137964864424347
6,prec,nov,-0.0552017669533069,FALSE,-0.231045138572527,0.0978164099507615
7,prec,dec,0.151148534285892,FALSE,-0.0299892361132685,0.328981424157723
8,prec,JAN,-0.0557695846691994,FALSE,-0.207218614279456,0.101708255155693
9,prec,FEB,-0.0254884737222842,FALSE,-0.17892522827761,0.146739302638607
10,prec,MAR,0.0685373058540635,FALSE,-0.102932969085639,0.217434664475381
11,prec,APR,-0.123423443979202,FALSE,-0.264085108369477,0.0192620315810433
12,prec,MAY,0.0793511751267536,FALSE,-0.0945133964344332,0.234104602339867
13,prec,JUN,0.289486685134514,TRUE,0.14725352034237,0.449713053569576
14,prec,JUL,0.114268426008277,FALSE,-0.0631206495951432,0.28138687711564
15,prec,AUG,0.0987002296495422,FALSE,-0.0597300255002787,0.260084611839107
16,prec,SEP,0.0315982790114586,FALSE,-0.101432872012972,0.1711424949136
17,temp,jun,-0.114740546627669,FALSE,-0.271531951265001,0.0217863995411512
18,temp,jul,-0.0326223196242418,FALSE,-0.22054274491868,0.150941955649645
19,temp,aug,-0.0189954881995138,FALSE,-0.17978124885229,0.123994731428066
20,temp,sep,-0.00917601326475559,FALSE,-0.15095025050903,0.119530510666152
21,temp,oct,-0.066929601207552,FALSE,-0.242351787437333,0.0913248520921327
22,temp,nov,-0.0171368575211897,FALSE,-0.176170856400883,0.131162710810362
23,temp,dec,-0.110652124738655,FALSE,-0.267166888226343,0.0380299077275992
24,temp,JAN,0.0295932369072954,FALSE,-0.129052699148869,0.170718029272838
25,temp,FEB,0.0306706791580645,FALSE,-0.121620969433023,0.188605448857789
26,temp,MAR,0.115293011770368,FALSE,-0.0310438957212495,0.253271870136111
27,temp,APR,-0.0953321385384916,FALSE,-0.242021570019371,0.0663424978505846
28,temp,MAY,-0.0858837748461556,FALSE,-0.250262253650228,0.0759414145782584
29,temp,JUN,0.011262668634427,FALSE,-0.126837942056769,0.14278160600187
30,temp,JUL,-0.01175843304963,FALSE,-0.152260607408752,0.120392823468605
31,temp,AUG,0.0596139840387139,FALSE,-0.0818899888578895,0.206906024839611
32,temp,SEP,-0.0546154796058318,FALSE,-0.233321989343308,0.133147789501759
