month,prec,temp,precs,temps
jun,-0.00490912041206192,0.0343147965847657,FALSE,FALSE
jul,0.0411642191053812,-0.0139782114561436,FALSE,FALSE
aug,-0.0456563955104576,-0.144341048996952,FALSE,FALSE
sep,0.0757133460432252,-0.0626949520238859,FALSE,FALSE
oct,0.151676920578709,-0.122047645313309,TRUE,FALSE
nov,0.121712855665665,-0.045748758068065,FALSE,FALSE
dec,0.140060241152133,-0.0594248733454167,TRUE,FALSE
JAN,0.117580631499321,-0.0770642875240027,FALSE,FALSE
FEB,0.00351201040004665,0.0966142819582677,FALSE,FALSE
MAR,0.0691327587369018,0.0487546191068987,FALSE,FALSE
APR,0.0324188525168128,0.0327837034642263,FALSE,FALSE
MAY,0.144566208658922,-0.259746835141594,FALSE,TRUE
JUN,0.0926795314019575,-0.0831343228493971,FALSE,FALSE
JUL,0.0341258681705722,-0.0506299350609532,FALSE,FALSE
AUG,0.0163835961145866,-0.0673076887135356,FALSE,FALSE
SEP,0.070861471640895,0.0245411555934887,FALSE,FALSE
