month,prec,temp,precs,temps
jun,0.0251421795977656,-0.0809937448463162,FALSE,FALSE
jul,-0.0246688533083903,-0.0908099523383797,FALSE,FALSE
aug,0.0812115035465549,-0.103906335135629,FALSE,FALSE
sep,0.0154583705485045,-0.15362641635433,FALSE,FALSE
oct,-0.0100232081938632,0.077457055577551,FALSE,FALSE
nov,-0.0174247089874922,0.0246434710652334,FALSE,FALSE
dec,0.0421508837659118,-0.125214421994818,FALSE,FALSE
JAN,0.192528115474252,-0.0216982139074119,FALSE,FALSE
FEB,0.0834663964378132,-0.0807567267635636,FALSE,FALSE
MAR,0.00671403717302086,-0.0551648177308225,FALSE,FALSE
APR,0.0471880546493018,-0.0172786896701612,FALSE,FALSE
MAY,-0.158109126703696,-0.018042498945224,FALSE,FALSE
JUN,0.0712683244282371,-0.0253051194941545,FALSE,FALSE
JUL,-0.18057737429598,0.0539888827371585,FALSE,FALSE
AUG,0.0307306573349558,0.0358539927868315,FALSE,FALSE
SEP,0.0475465126076127,0.0566881062156249,FALSE,FALSE
