month,prec,temp,precs,temps
jun,-0.0664150355798931,0.0790852376007847,FALSE,FALSE
jul,0.0983737348741395,0.0996114366899994,FALSE,FALSE
aug,0.0388987370066358,0.0486568455014371,FALSE,FALSE
sep,0.0490454060924815,0.0163256592604467,FALSE,FALSE
oct,0.0472889461432294,-0.130571904758234,FALSE,FALSE
nov,-0.0442864904049898,0.0335666071887943,FALSE,FALSE
dec,-0.0909248656438119,0.0255277843585621,FALSE,FALSE
JAN,0.0134125781231551,-0.0218555125163661,FALSE,FALSE
FEB,-0.0628739360296373,-0.0581645263079147,FALSE,FALSE
MAR,0.104823998183596,-0.0798603161019733,FALSE,FALSE
APR,0.168247809617763,-0.109788477445909,TRUE,FALSE
MAY,0.23520464809653,0.0166431590002809,TRUE,FALSE
JUN,0.131294330556061,-0.204389455004753,FALSE,TRUE
JUL,0.087747498914059,-0.0573571166815655,FALSE,FALSE
AUG,0.015591247814935,0.136086059051266,FALSE,FALSE
SEP,-0.0895106394047832,0.0412700966116809,FALSE,FALSE
