id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,0.0213477947010051,FALSE,-0.142333341163903,0.196286998750622
2,prec,jul,-0.0115355652967383,FALSE,-0.187040721245423,0.148084573011648
3,prec,aug,0.0464457037372357,FALSE,-0.147094338691971,0.204875170238596
4,prec,sep,-0.0141807435562932,FALSE,-0.169598387175941,0.11576275137523
5,prec,oct,0.101491805610677,FALSE,-0.0960584840860763,0.284445246659257
6,prec,nov,-0.0101757201821446,FALSE,-0.195769949361873,0.167643711663472
7,prec,dec,0.0626116237985618,FALSE,-0.0942207468691159,0.212708199279676
8,prec,JAN,0.0385932635426655,FALSE,-0.142413813189586,0.209556034295666
9,prec,FEB,0.0497293410851021,FALSE,-0.0951106498276583,0.189117566043336
10,prec,MAR,0.13153040921091,FALSE,-0.0518045279143353,0.297868750390807
11,prec,APR,-0.216592730681637,TRUE,-0.389847033273332,-0.0326830063058132
12,prec,MAY,0.0864429204271458,FALSE,-0.0860133009398963,0.271133296644487
13,prec,JUN,0.144903833523473,FALSE,-0.0476074789808378,0.332293553674234
14,prec,JUL,-0.155313613074549,FALSE,-0.335940134127228,0.00338430502147791
15,prec,AUG,0.000948095910443783,FALSE,-0.166254571996,0.159095712189499
16,prec,SEP,0.151678381838651,FALSE,-0.071547446083172,0.361559079986222
17,temp,jun,0.143685026878616,FALSE,-0.0547414517412361,0.342189898540097
18,temp,jul,-0.0371458226830652,FALSE,-0.212440462219678,0.123910008288883
19,temp,aug,-0.0387906849348859,FALSE,-0.179233010503786,0.10751637357974
20,temp,sep,-0.082886222972609,FALSE,-0.255386297261691,0.103326152222155
21,temp,oct,-0.0802944197002261,FALSE,-0.23461690031539,0.0647744225631916
22,temp,nov,0.0593616849326282,FALSE,-0.116211020230274,0.238689524157234
23,temp,dec,-0.0649788416535237,FALSE,-0.251018260799484,0.112726746780965
24,temp,JAN,-0.00612567032623182,FALSE,-0.177797715874745,0.178768943939564
25,temp,FEB,0.00724129735941325,FALSE,-0.166665724824028,0.156529042044339
26,temp,MAR,-0.0551968003543562,FALSE,-0.20969778425268,0.110283952231805
27,temp,APR,-0.130621678295414,FALSE,-0.297256798548384,0.0543451597661539
28,temp,MAY,-0.0520575219700722,FALSE,-0.224897211550376,0.11240928777544
29,temp,JUN,-0.204055138452659,TRUE,-0.375184497587946,-0.0190397273733409
30,temp,JUL,-0.0229586060237988,FALSE,-0.164831721782262,0.122283682031104
31,temp,AUG,-0.00109451745553872,FALSE,-0.147237333755259,0.152795707717734
32,temp,SEP,-0.0844325269730749,FALSE,-0.262313665526409,0.0855073992065027
